url,status,content_type,final_url
https://www.dungeonbooks.com/product/atlas-six-atlas-series-1-by-olivie-blake-paperback-/S5PLEWLO4T3QS23IM5TZTGRT,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/assistant-to-the-villain-special-edition-by-hannah-nicole-maehrer-hardcover-/2VBDOBRQZHJPSXPC7CPBBWMI,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/authority-southern-reach-book-2-by-jeff-vandermeer-paperback-/920,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/automatic-noodle-by-annalee-newitz/UYHV5KHLKUZ5IMEXW7HU6NGZ,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/babel-by-r-f-kuang-hardcover-/SDPTONWNF542J2DEHGZ6WCTX,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/battle-gnomes-sticker-pretty-bad-co-/GU2DGL2N3PJ72T757Y2X56B7,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/baptism-of-fire-the-witcher-saga-5-by-andrzej-sapkowski/876,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/babel-by-r-f-kuang-paperback-/591,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/be-like-a-cat-a-solo-two-player-rpg/76GWQ4JJ6EREAWP72JOXRKDZ,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/be-kind-or-else-sticker-/HGYUWHAOWFFA7XZ36POH4UY4,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/beautiful-bizarre-magazine-issue-50/RLYNYT6CRJB4UP5M2UQLM44Q,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/before-the-coffee-gets-cold-by-toshikazu-kawaguchi-hardcover-/577,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/beautiful-bizarre-magazine-issue-49/1013,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/before-we-forget-kindness-by-toshikazu-kawaguchi-hardcover-/578,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/before-they-are-hanged-the-first-law-trilogy-2-by-joe-abercrombie-paperback-/855,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/beak-feather-bone/U5GN4NFHZYC7RTCV7VQHFLP6,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/belladonna-by-adalyn-grace-paperback-/P24EBIKLOHJ2A4MJ4TUD2FL4,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/beowulf-s-children-by-larry-niven-jerry-pournelle-steven-barnes-vintage-/221,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/beowulf-a-new-translation-by-maria-dahvana-headley-paperback-/XTG356XYY4ZX5RFZCAHCICTR,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/between-two-fires-deluxe-edition-by-christopher-buehlman-hardcover-/VREDHFASCLJ4RNM6IRM3CLE4,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/between-the-covers/5M5UVOAHAECDGQWOGIJNSSBN,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/bewitched-by-the-sea-monster-by-stephanie-e-donohue-paperback-/D332L7BDQQOUOXMOJJJ5CAIX,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/binti-binti-1-by-nnedi-okorafor-paperback-/1020,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/black-flame-by-gretchen-felker-martin-paperback-/OQF55623OSGNUYTC2JL3X7TY,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/binti-the-complete-trilogy-by-nnedi-okorafor/551,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/beyond-the-pale-by-yochai-gal/384,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/black-sun-between-earth-and-sky-1-by-rebecca-roanhorse-paperback-/STUIP7CVTJL3STGO3DK5BPKE,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/black-unicorn-by-tanith-lee-vintage-/670,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blackest-night/TYRNM6INAZQ4PVBSP64IK3BK,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blacktongue-thief-blacktongue-volume-1-by-christopher-buehlman/744,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blackheart-man-by-nalo-hopkinson-paperback-/JN5OIUI4RU56QDHPASUTH4EN,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blessed-is-the-rot-by-sheri-singerling-hardcover-/IOEORZAL6FUUUXGA34F7J6SC,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blessed-is-the-rot-by-sheri-singerling-paperback-/5XCYQAWHIVKO4CA3PFLFNQIA,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blind-date-with-a-werewolf-by-patricia-briggs-hardcover-/VW7Z2UPFE5JBVTKCC2ZEQTWN,200,text/html; charset=utf-8,
